id,source,city,district,rooms,area_m2,floor,total_floors,price_tenge,price_per_m2,price_segment,seller_type,listing_date,title,address,url,listing_id
2805,krisha,Карагандa,Казыбек би р-н,3.0,56.0,2.0,5.0,200000,3571.4,middle,owner,2026-03-18,3-комнатная квартира · 56 м² · 2/5 этаж,"Казыбек би р-н, мкр Новый Город, Назарбаева 59 — Район КУБУП, рядом магазин Аян, фикс прайс, школы и детские сады",https://krisha.kz/a/show/1010538697,1010538697
2806,krisha,Карагандa,Казыбек би р-н,3.0,58.0,2.0,5.0,220000,3793.1,middle,owner,2026-03-18,3-комнатная квартира · 58 м² · 2/5 этаж,"Казыбек би р-н, Комиссарова 28",https://krisha.kz/a/show/1005873128,1005873128
2807,krisha,Карагандa,Казыбек би р-н,1.0,40.0,18.0,21.0,180000,4500.0,middle,owner,2026-03-18,1-комнатная квартира · 40 м² · 18/21 этаж,"Казыбек би р-н, мкр Юго-Восток, Дюсембекова 44\2",https://krisha.kz/a/show/1008821598,1008821598
2808,krisha,Карагандa,137-учетный квартал 343 — Караганда-Арена,2.0,49.0,5.0,9.0,270000,5510.2,high,owner,2026-03-18,2-комнатная квартира · 49 м² · 5/9 этаж,137-учетный квартал 343 — Караганда-Арена,https://krisha.kz/a/show/1009210313,1009210313
2809,krisha,Карагандa,Казыбек би р-н,2.0,65.0,16.0,16.0,235000,3615.4,middle,owner,2026-03-18,2-комнатная квартира · 65 м² · 16/16 этаж,"Казыбек би р-н, мкр Юго-Восток, проспект Шахтёров 60",https://krisha.kz/a/show/682530694,682530694
2810,krisha,Карагандa,Казыбек би р-н,3.0,62.0,2.0,5.0,180000,2903.2,middle,owner,2026-03-18,3-комнатная квартира · 62 м² · 2/5 этаж,"Казыбек би р-н, мкр Новый Город, Керамическая 80 51",https://krisha.kz/a/show/1010169925,1010169925
2811,krisha,Карагандa,Алихана Бокейханова р-н,3.0,63.0,1.0,9.0,170000,2698.4,middle,owner,2026-03-18,3-комнатная квартира · 63 м² · 1/9 этаж,"Алихана Бокейханова р-н, Майкудук, Майкудук, мкр Восток-3",https://krisha.kz/a/show/1010358674,1010358674
2812,krisha,Карагандa,Алихана Бокейханова р-н,1.0,31.0,2.0,5.0,120000,3871.0,middle,owner,2026-03-18,1-комнатная квартира · 31 м² · 2/5 этаж,"Алихана Бокейханова р-н, Майкудук, Мкр Восток-2 14",https://krisha.kz/a/show/686318135,686318135
2813,krisha,Карагандa,Казыбек би р-н,2.0,46.0,4.0,5.0,220000,4782.6,middle,owner,2026-03-18,2-комнатная квартира · 46 м² · 4/5 этаж,"Казыбек би р-н, Нуркен Абдирова 24/2 — Магазин «Мечта»",https://krisha.kz/a/show/1009388925,1009388925
2814,krisha,Карагандa,Казыбек би р-н,3.0,70.0,6.0,9.0,350000,5000.0,high,owner,2026-03-18,3-комнатная квартира · 70 м² · 6/9 этаж,"Казыбек би р-н, мкр Юго-Восток, Мкр Юго-Восток, 30й микрорайон 1",https://krisha.kz/a/show/1007773542,1007773542
2815,krisha,Карагандa,Казыбек би р-н,2.0,49.0,8.0,9.0,200000,4081.6,middle,owner,2026-03-18,2-комнатная квартира · 49 м² · 8/9 этаж,"Казыбек би р-н, мкр Юго-Восток, Мкр Юго-Восток, 30й микрорайон 6 — КарУ Букетова, Макажанова больница, Диагностический центр, Супермаркет Раха, Аян, Диацент клиника",https://krisha.kz/a/show/1008328676,1008328676
2816,krisha,Карагандa,Казыбек би р-н,2.0,66.0,2.0,5.0,250000,3787.9,high,owner,2026-03-18,2-комнатная квартира · 66 м² · 2/5 этаж,"Казыбек би р-н, мкр Юго-Восток, Республики 49",https://krisha.kz/a/show/1009806043,1009806043
2817,krisha,Карагандa,Алихана Бокейханова р-н,2.0,48.0,,,160000,3333.3,middle,owner,2026-03-18,2-комнатная квартира · 48 м² · 2 этаж,"Алихана Бокейханова р-н, Маншук Маметова — Сортировка",https://krisha.kz/a/show/1008470112,1008470112
2818,krisha,Карагандa,Алихана Бокейханова р-н,2.0,36.0,2.0,10.0,150000,4166.7,middle,owner,2026-03-18,2-комнатная квартира · 36 м² · 2/10 этаж,"Алихана Бокейханова р-н, Майкудук, Майкудук, мкр Голубые пруды 18",https://krisha.kz/a/show/1009440454,1009440454
2819,krisha,Карагандa,Казыбек би р-н,2.0,48.0,4.0,5.0,220000,4583.3,middle,owner,2026-03-18,2-комнатная квартира · 48 м² · 4/5 этаж,"Казыбек би р-н, мкр Новый Город, Бухар-Жырау 61",https://krisha.kz/a/show/1006625815,1006625815
2820,krisha,Карагандa,Казыбек би р-н,2.0,54.0,7.0,9.0,190000,3518.5,middle,owner,2026-03-18,2-комнатная квартира · 54 м² · 7/9 этаж,"Казыбек би р-н, мкр Юго-Восток, Таттімбет — Норма",https://krisha.kz/a/show/1008665634,1008665634
2821,krisha,Карагандa,Казыбек би р-н,2.0,48.0,5.0,5.0,160000,3333.3,middle,owner,2026-03-18,2-комнатная квартира · 48 м² · 5/5 этаж,"Казыбек би р-н, мкр Юго-Восток, Мкр Юго-Восток, 30й микрорайон 23",https://krisha.kz/a/show/1008421261,1008421261
2822,krisha,Карагандa,Казыбек би р-н,1.0,32.0,5.0,5.0,180000,5625.0,middle,owner,2026-03-18,1-комнатная квартира · 32 м² · 5/5 этаж,"Казыбек би р-н, мкр Юго-Восток, Мкр Юго-восток, Дюсембекова 53 — Орбита, Мечеть Әнет баба",https://krisha.kz/a/show/1009632001,1009632001
2823,krisha,Карагандa,Казыбек би р-н,1.0,39.0,1.0,9.0,150000,3846.2,middle,owner,2026-03-18,1-комнатная квартира · 39 м² · 1/9 этаж,"Казыбек би р-н, мкр Юго-Восток, Карбышев 22 — Рынок арай",https://krisha.kz/a/show/1010559016,1010559016
2824,krisha,Карагандa,Казыбек би р-н,1.0,32.0,2.0,5.0,120000,3750.0,middle,owner,2026-03-18,1-комнатная квартира · 32 м² · 2/5 этаж,"Казыбек би р-н, Пичугина 240",https://krisha.kz/a/show/1008562887,1008562887
2825,krisha,Карагандa,Казыбек би р-н,2.0,52.0,8.0,10.0,160000,3076.9,middle,owner,2026-03-18,2-комнатная квартира · 52 м² · 8/10 этаж,"Казыбек би р-н, мкр Юго-Восток, Мкр Гульдер 1 3",https://krisha.kz/a/show/1009776793,1009776793
2826,krisha,Карагандa,Казыбек би р-н,2.0,70.0,6.0,13.0,390000,5571.4,high,owner,2026-03-18,2-комнатная квартира · 70 м² · 6/13 этаж,"Казыбек би р-н, мкр Юго-Восток, Карбышева 15/1",https://krisha.kz/a/show/1009630620,1009630620
2827,krisha,Карагандa,Алихана Бокейханова р-н,3.0,58.0,5.0,5.0,100000,1724.1,low,owner,2026-03-18,3-комнатная квартира · 58 м² · 5/5 этаж,"Алихана Бокейханова р-н, Майкудук, Магнитогорская 47 — Ласточка",https://krisha.kz/a/show/1008975232,1008975232
2828,krisha,Карагандa,Сатыбалдина 17,2.0,45.0,3.0,5.0,130000,2888.9,middle,owner,2026-03-18,2-комнатная квартира · 45 м² · 3/5 этаж,Сатыбалдина 17,https://krisha.kz/a/show/1009369942,1009369942
2829,krisha,Карагандa,Казыбек би р-н,2.0,50.0,2.0,9.0,180000,3600.0,middle,owner,2026-03-18,2-комнатная квартира · 50 м² · 2/9 этаж,"Казыбек би р-н, мкр Юго-Восток, 28й микрорайон 32",https://krisha.kz/a/show/1007152088,1007152088
2830,krisha,Карагандa,Казыбек би р-н,2.0,44.5,4.0,5.0,149000,3348.3,middle,owner,2026-03-18,2-комнатная квартира · 44.5 м² · 4/5 этаж,"Казыбек би р-н, мкр Новый Город, Абдирова 39 — Район Юбилейного магазина, Айлиты",https://krisha.kz/a/show/1007301214,1007301214
2831,krisha,Карагандa,Казыбек би р-н,2.0,46.0,1.0,5.0,250000,5434.8,high,owner,2026-03-18,2-комнатная квартира · 46 м² · 1/5 этаж,"Казыбек би р-н, мкр Новый Город, Назарбаева 19а — Станиславский",https://krisha.kz/a/show/696555437,696555437
2832,krisha,Карагандa,Казыбек би р-н,2.0,92.0,3.0,10.0,200000,2173.9,middle,owner,2026-03-18,2-комнатная квартира · 92 м² · 3/10 этаж,"Казыбек би р-н, мкр Городской Аэропорт Республика1/2",https://krisha.kz/a/show/1009593283,1009593283
2833,krisha,Карагандa,Казыбек би р-н,2.0,68.0,10.0,16.0,160000,2352.9,middle,owner,2026-03-18,2-комнатная квартира · 68 м² · 10/16 этаж,"Казыбек би р-н, мкр Юго-Восток, Бауыржана Момышулы",https://krisha.kz/a/show/692647164,692647164
2834,krisha,Карагандa,Казыбек би р-н,1.0,44.0,3.0,5.0,190000,4318.2,middle,owner,2026-03-18,1-комнатная квартира · 44 м² · 3/5 этаж,"Казыбек би р-н, мкр Юго-Восток, Муканова 49/11",https://krisha.kz/a/show/696397253,696397253
2835,krisha,Карагандa,Алихана Бокейханова р-н,2.0,45.0,3.0,5.0,130000,2888.9,middle,owner,2026-03-18,2-комнатная квартира · 45 м² · 3/5 этаж,"Алихана Бокейханова р-н, Пришахтинск, Пришахтинск, 23й микрорайон 20",https://krisha.kz/a/show/760727013,760727013
2836,krisha,Карагандa,Казыбек би р-н,2.0,58.8,2.0,11.0,200000,3401.4,middle,owner,2026-03-18,2-комнатная квартира · 58.8 м² · 2/11 этаж,"Казыбек би р-н, мкр Юго-Восток, Сарыарка 19",https://krisha.kz/a/show/1009504168,1009504168
2837,krisha,Карагандa,Казыбек би р-н,2.0,58.0,10.0,10.0,300000,5172.4,high,owner,2026-03-18,2-комнатная квартира · 58 м² · 10/10 этаж,"Казыбек би р-н, мкр Юго-Восток, Строителей 33/4",https://krisha.kz/a/show/690229907,690229907
2838,krisha,Карагандa,Казыбек би р-н,2.0,68.0,3.0,14.0,250000,3676.5,high,owner,2026-03-18,2-комнатная квартира · 68 м² · 3/14 этаж,"Казыбек би р-н, мкр Юго-Восток 78",https://krisha.kz/a/show/1001861396,1001861396
2839,krisha,Карагандa,Алихана Бокейханова р-н,2.0,44.0,4.0,5.0,125000,2840.9,middle,owner,2026-03-18,2-комнатная квартира · 44 м² · 4/5 этаж,"Алихана Бокейханова р-н, Майкудук, 12й микрорайон 49",https://krisha.kz/a/show/1007153802,1007153802
2840,krisha,Карагандa,Алихана Бокейханова р-н,1.0,46.0,3.0,6.0,150000,3260.9,middle,owner,2026-03-18,1-комнатная квартира · 46 м² · 3/6 этаж,"Алихана Бокейханова р-н, Майкудук, Майкудук, мкр Голубые пруды 7/14",https://krisha.kz/a/show/1010557970,1010557970
2841,krisha,Карагандa,Казыбек би р-н,1.0,36.0,5.0,5.0,250000,6944.4,high,owner,2026-03-18,1-комнатная квартира · 36 м² · 5/5 этаж,"Казыбек би р-н, мкр Юго-Восток, Муканова 49/10 — Автостанций Юго-востока, Айза",https://krisha.kz/a/show/697589325,697589325
2842,krisha,Карагандa,Казыбек би р-н,2.0,46.2,2.0,4.0,220000,4761.9,middle,owner,2026-03-18,2-комнатная квартира · 46.2 м² · 2/4 этаж,"Казыбек би р-н, мкр Новый Город, Абая 9",https://krisha.kz/a/show/1008625527,1008625527
2843,krisha,Карагандa,Алихана Бокейханова р-н,2.0,45.0,3.0,5.0,120000,2666.7,middle,owner,2026-03-18,2-комнатная квартира · 45 м² · 3/5 этаж,"Алихана Бокейханова р-н, Майкудук, Майкудук, 14й микрорайон",https://krisha.kz/a/show/1006495482,1006495482
2844,krisha,Карагандa,Казыбек би р-н,2.0,50.0,8.0,9.0,180000,3600.0,middle,owner,2026-03-18,2-комнатная квартира · 50 м² · 8/9 этаж,"Казыбек би р-н, мкр Юго-Восток 5/2 — Шахтеров",https://krisha.kz/a/show/1010442615,1010442615
2845,krisha,Карагандa,Алихана Бокейханова р-н,2.0,46.0,3.0,5.0,100000,2173.9,low,owner,2026-03-18,2-комнатная квартира · 46 м² · 3/5 этаж,"Алихана Бокейханова р-н, Майкудук, Майкудук, 13й микрорайон 12 — Рядом автостанциия",https://krisha.kz/a/show/1010556761,1010556761
2846,krisha,Карагандa,Казыбек би р-н,3.0,67.0,3.0,5.0,200000,2985.1,middle,owner,2026-03-18,3-комнатная квартира · 67 м² · 3/5 этаж,"Казыбек би р-н, мкр Михайловка , Крылова",https://krisha.kz/a/show/1008878313,1008878313
2847,krisha,Карагандa,Казыбек би р-н,1.0,33.0,2.0,5.0,140000,4242.4,middle,owner,2026-03-18,1-комнатная квартира · 33 м² · 2/5 этаж,"Казыбек би р-н, мкр Новый Город",https://krisha.kz/a/show/1010441988,1010441988
2848,krisha,Карагандa,Казыбек би р-н,2.0,58.0,11.0,19.0,300000,5172.4,high,owner,2026-03-18,2-комнатная квартира · 58 м² · 11/19 этаж,"Казыбек би р-н, мкр Новый Город, Дюсембекова 83/2",https://krisha.kz/a/show/699124914,699124914
2849,krisha,Карагандa,Алихана Бокейханова р-н,4.0,60.0,3.0,5.0,150000,2500.0,middle,owner,2026-03-18,4-комнатная квартира · 60 м² · 3/5 этаж,"Алихана Бокейханова р-н, Пришахтинск, Пришахтинск, 21й микрорайон 5 — Супермаркет верный, цон",https://krisha.kz/a/show/1010556022,1010556022
2850,krisha,Карагандa,Казыбек би р-н,2.0,86.0,2.0,6.0,300000,3488.4,high,owner,2026-03-18,2-комнатная квартира · 86 м² · 2/6 этаж,"Казыбек би р-н, Ержанова 18/6 — Супермаркет Оптима",https://krisha.kz/a/show/1006987570,1006987570
2851,krisha,Карагандa,Казыбек би р-н,3.0,71.0,,,300000,4225.4,high,owner,2026-03-18,3-комнатная квартира · 71 м²,"Казыбек би р-н, Букетова 3",https://krisha.kz/a/show/1004470987,1004470987
2852,krisha,Карагандa,Казыбек би р-н,2.0,71.0,11.0,13.0,300000,4225.4,high,owner,2026-03-18,2-комнатная квартира · 71 м² · 11/13 этаж,"Казыбек би р-н, Букетова 3",https://krisha.kz/a/show/1004356460,1004356460
2853,krisha,Карагандa,Казыбек би р-н,2.0,45.0,3.0,5.0,320000,7111.1,high,owner,2026-03-18,2-комнатная квартира · 45 м² · 3/5 этаж,"Казыбек би р-н, мкр Новый Город, Ерубаева 52",https://krisha.kz/a/show/1009601689,1009601689
2854,krisha,Карагандa,Зелинского 32,1.0,43.0,2.0,5.0,80000,1860.5,low,owner,2026-03-18,1-комнатная квартира · 43 м² · 2/5 этаж,Зелинского 32,https://krisha.kz/a/show/1010354247,1010354247
2855,krisha,Карагандa,Казыбек би р-н,1.0,42.0,17.0,18.0,150000,3571.4,middle,owner,2026-03-18,1-комнатная квартира · 42 м² · 17/18 этаж,"Казыбек би р-н, Шахтёров 52а",https://krisha.kz/a/show/1010555676,1010555676
2856,krisha,Карагандa,Алихана Бокейханова р-н,2.0,50.0,1.0,3.0,100000,2000.0,low,owner,2026-03-18,2-комнатная квартира · 50 м² · 1/3 этаж,"Алихана Бокейханова р-н, Старый Майкудук, Кузембаева 84",https://krisha.kz/a/show/1009116516,1009116516
2857,krisha,Карагандa,Алихана Бокейханова р-н,3.0,53.2,1.0,5.0,130000,2443.6,middle,owner,2026-03-18,3-комнатная квартира · 53.2 м² · 1/5 этаж,"Алихана Бокейханова р-н, Пришахтинск, Пришахтинск, 21й микрорайон — Цон",https://krisha.kz/a/show/1007368497,1007368497
2858,krisha,Карагандa,Алихана Бокейханова р-н,3.0,49.0,4.0,5.0,120000,2449.0,middle,owner,2026-03-18,3-комнатная квартира · 49 м² · 4/5 этаж,"Алихана Бокейханова р-н, Мануильского 21",https://krisha.kz/a/show/1005596617,1005596617
2859,krisha,Карагандa,Казыбек би р-н,2.0,40.0,1.0,9.0,250000,6250.0,high,owner,2026-03-18,2-комнатная квартира · 40 м² · 1/9 этаж,"Казыбек би р-н, мкр Новый Город, Ержанова 46 — Ресторан Садре",https://krisha.kz/a/show/1008334604,1008334604
2860,krisha,Карагандa,Казыбек би р-н,1.0,31.0,1.0,5.0,170000,5483.9,middle,owner,2026-03-18,1-комнатная квартира · 31 м² · 1/5 этаж,"Казыбек би р-н, мкр Юго-Восток, Мкр Юго-Восток, Карбышева 10/2",https://krisha.kz/a/show/1007516101,1007516101
2861,krisha,Карагандa,Казыбек би р-н,1.0,50.0,5.0,9.0,350000,7000.0,high,owner,2026-03-18,1-комнатная квартира · 50 м² · 5/9 этаж,"Казыбек би р-н, мкр Юго-Восток, 218 учетный квартал 154",https://krisha.kz/a/show/1010221125,1010221125
2862,krisha,Карагандa,Казыбек би р-н,2.0,42.0,5.0,10.0,350000,8333.3,high,owner,2026-03-18,2-комнатная квартира · 42 м² · 5/10 этаж,"Казыбек би р-н, ​Камали Дюсембекова 34/2",https://krisha.kz/a/show/1010352898,1010352898
2863,krisha,Карагандa,Алихана Бокейханова р-н,1.0,37.0,4.0,5.0,110000,2973.0,low,owner,2026-03-18,1-комнатная квартира · 37 м² · 4/5 этаж,"Алихана Бокейханова р-н, Пришахтинск, Пришахтинск, 22й микрорайон — Халык банк",https://krisha.kz/a/show/1010352843,1010352843
2864,krisha,Карагандa,Гапеева 29,2.0,50.0,7.0,9.0,150000,3000.0,middle,owner,2026-03-18,2-комнатная квартира · 50 м² · 7/9 этаж,Гапеева 29,https://krisha.kz/a/show/1008029059,1008029059
2865,krisha,Карагандa,Казыбек би р-н,1.0,50.0,6.0,9.0,140000,2800.0,middle,owner,2026-03-18,1-комнатная квартира · 50 м² · 6/9 этаж,"Казыбек би р-н, мкр Юго-Восток, Мкр Юго-Восток, мкр Орбита",https://krisha.kz/a/show/1009957289,1009957289
2866,krisha,Карагандa,Казыбек би р-н,2.0,45.0,5.0,5.0,150000,3333.3,middle,owner,2026-03-18,2-комнатная квартира · 45 м² · 5/5 этаж,"Казыбек би р-н, мкр Новый Город, Н. Абдирова 28/2",https://krisha.kz/a/show/1010553769,1010553769
2867,krisha,Карагандa,Казыбек би р-н,2.0,45.0,3.0,5.0,250000,5555.6,high,owner,2026-03-18,2-комнатная квартира · 45 м² · 3/5 этаж,"Казыбек би р-н, Муканова 55г",https://krisha.kz/a/show/1004562951,1004562951
2868,krisha,Карагандa,Казыбек би р-н,1.0,32.0,5.0,5.0,175000,5468.8,middle,owner,2026-03-18,1-комнатная квартира · 32 м² · 5/5 этаж,"Казыбек би р-н, мкр Юго-Восток, Мкр Юго-восток, Дюсембекова 53 — Орбита, Университетская, Луговая, Сарыарка",https://krisha.kz/a/show/1009653663,1009653663
2869,krisha,Карагандa,Казыбек би р-н,2.0,50.0,1.0,10.0,300000,6000.0,high,owner,2026-03-18,2-комнатная квартира · 50 м² · 1/10 этаж,"Казыбек би р-н, Муканова 78 — Муканова - Таттимбета",https://krisha.kz/a/show/1006143537,1006143537
2870,krisha,Карагандa,Казыбек би р-н,1.0,32.0,3.0,5.0,150000,4687.5,middle,owner,2026-03-18,1-комнатная квартира · 32 м² · 3/5 этаж,"Казыбек би р-н, 6й микрорайон, 6й микрорайон 4",https://krisha.kz/a/show/1008160167,1008160167
2871,krisha,Карагандa,Казыбек би р-н,2.0,54.0,1.0,9.0,180000,3333.3,middle,owner,2026-03-18,2-комнатная квартира · 54 м² · 1/9 этаж,"Казыбек би р-н, мкр Юго-Восток, Республики",https://krisha.kz/a/show/698223527,698223527
2872,krisha,Карагандa,Алихана Бокейханова р-н,2.0,48.0,5.0,5.0,120000,2500.0,middle,owner,2026-03-18,2-комнатная квартира · 48 м² · 5/5 этаж,"Алихана Бокейханова р-н, Майкудук, Майкудук, 19й микрорайон 42",https://krisha.kz/a/show/1010552644,1010552644
2873,krisha,Карагандa,Микрорайон Байкена Ашимова 21,2.0,52.0,8.0,10.0,280000,5384.6,high,owner,2026-03-18,2-комнатная квартира · 52 м² · 8/10 этаж,Микрорайон Байкена Ашимова 21,https://krisha.kz/a/show/698446709,698446709
2874,krisha,Карагандa,Казыбек би р-н,2.0,60.0,7.0,9.0,200000,3333.3,middle,owner,2026-03-18,2-комнатная квартира · 60 м² · 7/9 этаж,"Казыбек би р-н, мкр Юго-Восток, Мкр Юго-Восток, мкр Степной 2 1",https://krisha.kz/a/show/1008772734,1008772734
2875,krisha,Карагандa,Казыбек би р-н,2.0,47.0,9.0,9.0,150000,3191.5,middle,owner,2026-03-18,2-комнатная квартира · 47 м² · 9/9 этаж,"Казыбек би р-н, мкр Новый Город, Абдирова 25",https://krisha.kz/a/show/1010190256,1010190256
2876,krisha,Карагандa,Казыбек би р-н,2.0,45.0,4.0,5.0,150000,3333.3,middle,owner,2026-03-18,2-комнатная квартира · 45 м² · 4/5 этаж,"Казыбек би р-н, мкр Новый Город, Мустафина — Напротив Департамента ЧС",https://krisha.kz/a/show/1005969151,1005969151
2877,krisha,Карагандa,Алихана Бокейханова р-н,2.0,53.0,1.0,9.0,210000,3962.3,middle,owner,2026-03-18,2-комнатная квартира · 53 м² · 1/9 этаж,"Алихана Бокейханова р-н, Майкудук, Мкр Восток-3",https://krisha.kz/a/show/762195217,762195217
2878,krisha,Карагандa,Казыбек би р-н,2.0,48.0,3.0,5.0,180000,3750.0,middle,owner,2026-03-18,2-комнатная квартира · 48 м² · 3/5 этаж,"Казыбек би р-н, мкр Юго-Восток, Гапеева 17",https://krisha.kz/a/show/1008642379,1008642379
2879,krisha,Карагандa,Алихана Бокейханова р-н,1.0,31.0,4.0,5.0,150000,4838.7,middle,owner,2026-03-18,1-комнатная квартира · 31 м² · 4/5 этаж,"Алихана Бокейханова р-н, Майкудук",https://krisha.kz/a/show/1009543657,1009543657
2880,krisha,Карагандa,Казыбек би р-н,1.0,38.0,19.0,25.0,160000,4210.5,middle,owner,2026-03-18,1-комнатная квартира · 38 м² · 19/25 этаж,"Казыбек би р-н, мкр Новый Город, Микрорайон Байкена Ашимова 26",https://krisha.kz/a/show/1009418506,1009418506
2881,krisha,Карагандa,Алиханова 22/1,1.0,32.0,3.0,5.0,130000,4062.5,middle,owner,2026-03-18,1-комнатная квартира · 32 м² · 3/5 этаж,Алиханова 22/1,https://krisha.kz/a/show/1010549946,1010549946
2882,krisha,Карагандa,Казыбек би р-н,1.0,42.0,7.0,10.0,160000,3809.5,middle,owner,2026-03-18,1-комнатная квартира · 42 м² · 7/10 этаж,"Казыбек би р-н, мкр Юго-Восток, Мкр Гульдер 2 11",https://krisha.kz/a/show/1008385620,1008385620
2883,krisha,Карагандa,Казыбек би р-н,1.0,42.0,9.0,9.0,140000,3333.3,middle,owner,2026-03-18,1-комнатная квартира · 42 м² · 9/9 этаж,"Казыбек би р-н, мкр Юго-Восток, Мкр Юго-Восток, мкр Степной 1 7/45 — Автостанция Юго-восток",https://krisha.kz/a/show/1007494942,1007494942
2884,krisha,Карагандa,Алихана Бокейханова р-н,2.0,58.0,5.0,9.0,70000,1206.9,low,owner,2026-03-18,2-комнатная квартира · 58 м² · 5/9 этаж,"Алихана Бокейханова р-н, Майкудук, Майкудук, 15й микрорайон 2/2",https://krisha.kz/a/show/1010347268,1010347268
2885,krisha,Карагандa,Алихана Бокейханова р-н,2.0,54.0,2.0,9.0,180000,3333.3,middle,owner,2026-03-18,2-комнатная квартира · 54 м² · 2/9 этаж,"Алихана Бокейханова р-н, Майкудук, 15й микрорайон",https://krisha.kz/a/show/1004478647,1004478647
2886,krisha,Карагандa,Казыбек би р-н,2.0,51.0,4.0,5.0,150000,2941.2,middle,owner,2026-03-18,2-комнатная квартира · 51 м² · 4/5 этаж,"Казыбек би р-н, мкр Юго-Восток, Карбышева 3 — Карбышева 3",https://krisha.kz/a/show/1010549277,1010549277
2887,krisha,Карагандa,Казыбек би р-н,2.0,40.0,5.0,10.0,220000,5500.0,middle,owner,2026-03-18,2-комнатная квартира · 40 м² · 5/10 этаж,"Казыбек би р-н, ​Камали Дюсембекова 34/2 — Новый дом",https://krisha.kz/a/show/1010346332,1010346332
2888,krisha,Карагандa,Казыбек би р-н,2.0,54.0,4.0,10.0,200000,3703.7,middle,owner,2026-03-18,2-комнатная квартира · 54 м² · 4/10 этаж,"Казыбек би р-н, мкр Юго-Восток, МкрСтепной4 20",https://krisha.kz/a/show/697459234,697459234
2889,krisha,Карагандa,Казыбек би р-н,1.0,36.0,6.0,9.0,150000,4166.7,middle,owner,2026-03-18,1-комнатная квартира · 36 м² · 6/9 этаж,"Казыбек би р-н, мкр Новый Город, Ермекова 77/3 — Возле налоговой на Березке",https://krisha.kz/a/show/1010283498,1010283498
2890,krisha,Карагандa,Казыбек би р-н,1.0,32.0,5.0,5.0,150000,4687.5,middle,owner,2026-03-18,1-комнатная квартира · 32 м² · 5/5 этаж,"Казыбек би р-н, мкр Юго-Восток, Дюсембекова 53 — Возле Орбиты, Мечеть Әнет баба",https://krisha.kz/a/show/1010547398,1010547398
2891,krisha,Карагандa,Алихана Бокейханова р-н,1.0,32.0,5.0,5.0,120000,3750.0,middle,owner,2026-03-18,1-комнатная квартира · 32 м² · 5/5 этаж,"Алихана Бокейханова р-н, Майкудук, Мкр Восток-2 14",https://krisha.kz/a/show/1004914510,1004914510
2892,krisha,Карагандa,Алихана Бокейханова р-н,3.0,68.0,7.0,9.0,150000,2205.9,middle,owner,2026-03-18,3-комнатная квартира · 68 м² · 7/9 этаж,"Алихана Бокейханова р-н, Майкудук, Майкудук, мкр Восток-1 12",https://krisha.kz/a/show/1010391066,1010391066
2893,krisha,Карагандa,Алихана Бокейханова р-н,1.0,36.0,4.0,5.0,100000,2777.8,low,owner,2026-03-18,1-комнатная квартира · 36 м² · 4/5 этаж,"Алихана Бокейханова р-н, Майкудук, Майкудук, 12 микрорайон — Супермаркет Аян, ресторан Абиба 3 школы",https://krisha.kz/a/show/1007339333,1007339333
2894,krisha,Карагандa,Казыбек би р-н,2.0,46.0,2.0,4.0,200000,4347.8,middle,owner,2026-03-18,2-комнатная квартира · 46 м² · 2/4 этаж,"Казыбек би р-н, мкр Новый Город, Ермекова 18",https://krisha.kz/a/show/1010546269,1010546269
2895,krisha,Карагандa,Муканова 21/3,1.0,31.0,3.0,9.0,170000,5483.9,middle,owner,2026-03-18,1-комнатная квартира · 31 м² · 3/9 этаж,Муканова 21/3,https://krisha.kz/a/show/684209151,684209151
2896,krisha,Карагандa,Алихана Бокейханова р-н,2.0,42.0,5.0,5.0,200000,4761.9,middle,owner,2026-03-18,2-комнатная квартира · 42 м² · 5/5 этаж,"Алихана Бокейханова р-н, Муканова 53",https://krisha.kz/a/show/1005294717,1005294717
2897,krisha,Карагандa,Казыбек би р-н,3.0,75.0,3.0,5.0,400000,5333.3,high,owner,2026-03-18,3-комнатная квартира · 75 м² · 3/5 этаж,"Казыбек би р-н, мкр Юго-Восток, Таттимбета 16/1 — Напротив 101 школы",https://krisha.kz/a/show/1009226483,1009226483
2898,krisha,Карагандa,Алихана Бокейханова р-н,1.0,38.0,2.0,5.0,150000,3947.4,middle,owner,2026-03-18,1-комнатная квартира · 38 м² · 2/5 этаж,"Алихана Бокейханова р-н, Майкудук, 12й микрорайон 10",https://krisha.kz/a/show/692982279,692982279
2899,krisha,Карагандa,Казыбек би р-н,2.0,54.0,5.0,10.0,170000,3148.1,middle,agency,2026-03-18,2-комнатная квартира · 54 м² · 5/10 этаж,"Казыбек би р-н, мкр Юго-Восток, Мкр Степной 3 3/10",https://krisha.kz/a/show/1010544819,1010544819
2900,krisha,Карагандa,Алихана Бокейханова р-н,1.0,35.0,2.0,5.0,100000,2857.1,low,owner,2026-03-18,1-комнатная квартира · 35 м² · 2/5 этаж,"Алихана Бокейханова р-н, Майкудук, 19й микрорайон 45",https://krisha.kz/a/show/1007142086,1007142086
2901,krisha,Карагандa,Казыбек би р-н,2.0,45.0,1.0,5.0,200000,4444.4,middle,agency,2026-03-18,2-комнатная квартира · 45 м² · 1/5 этаж,"Казыбек би р-н, мкр Юго-Восток, Республики",https://krisha.kz/a/show/1010544458,1010544458
